country,Region,lat,long,displayName,layerName,layerTitle,year,value,study.Id,site.number,site,study.start,study.end,marker.type,tested,present,Mixed.present,author,publication.year,publication.URL,title,notes,pubmed.Id,drug,marker.group,percentage,included.or.excluded,PR,Prev_DR
French Guiana,South America,4.92,-52.33,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,0,22232280,0,NA,2000,2008,pfmdr1 86Y,700,0,0,Legrand E,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3294927&tool=pmcentrez&rendertype=abstract,Several rare/new mutations identified in pfmd,22232280,Discordant temporal evolution of Pfcrt and Pfmdr1 genotypes and Plasmodium falciparum in vitro drug susceptibility to 4-aminoquinolines after drug policy change in French Guiana.,Amodiaquine,pfmdr1 86Y,0,NA,0,0
Gabon,Central Africa,-0.7,10.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2002,0.23836833238601685,17096149,2,Lambaréné,2002,2002,pfmdr1 86Y,60,2,4,Mayengue PI,2007,http://www.ncbi.nlm.nih.gov/pubmed/17096149,Stratification severe vs uncomplicated malari,17096149,No variation in the prevalence of point mutations in the Pfcrt and Pfmdr1 genes in isolates from Gabonese patients with uncomplicated or severe Plasmodium falciparum malaria.,Amodiaquine,pfmdr1 86Y,92,NA,23.836833238601685,3.3333333333333335
Gabon,Central Africa,-0.7,10.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2002,0.23836833238601685,16235185,2,Lambaréné,2002,2002,pfmdr1 86Y,34,30,33,Uhlemann AC,2005,http://www.ncbi.nlm.nih.gov/pubmed/16235185,In vitro data available.,16235185,Amplification of Plasmodium falciparum multidrug resistance gene 1 in isolates from Gabon.,Amodiaquine,pfmdr1 86Y,97,NA,23.836833238601685,88.23529411764706
Gabon,Central Africa,-1.63,13.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.11764557659626007,21251998,1,Franceville,2004,2004,pfmdr1 86Y,96,72,81,Lekana-Douki JB,2011,http://www.ncbi.nlm.nih.gov/pubmed/21251998,NA,21251998,"Increased prevalence of the Plasmodium falciparum Pfmdr1 86N genotype among field isolates from Franceville, Gabon after replacement of chloroquine by artemether-lumefantrine and artesunate-mefloquine.",Amodiaquine,pfmdr1 86Y,84,NA,11.764557659626009,75
Gambia,West Africa,13.57,-15.61,NA,NA,NA,2000,NA,15388456,0,Farafenni,2000,2000,pfmdr1 86Y,91,45,45,Hallett RL,2004,http://www.ncbi.nlm.nih.gov/pubmed/?term=15388456,Publication only contains  data from gametocy,15388456,Combination therapy counteracts the enhanced transmission of drug-resistant malaria parasites to mosquitoes.,Amodiaquine,pfmdr1 86Y,49,NA,NA,49.45054945054945
Gambia,West Africa,13.57,-15.61,NA,NA,NA,2000,NA,18008244,3,Farafenni Hospital,2000,2000,pfmdr1 86Y,90,45,45,Ord R,2007,http://www.ncbi.nlm.nih.gov/pubmed/18008244,Intraseasonal changes studied.,18008244,Seasonal carriage of pfcrt and pfmdr1 alleles in Gambian Plasmodium falciparum imply reduced fitness of chloroquine-resistant parasites.,Amodiaquine,pfmdr1 86Y,62,I,NA,50
Gambia,West Africa,13.57,-15.61,NA,NA,NA,2001,NA,18008244,4,Farafenni Hospital,2001,2001,pfmdr1 86Y,89,55,55,Ord R,2007,http://www.ncbi.nlm.nih.gov/pubmed/18008244,Intraseasonal changes studied.,18008244,Seasonal carriage of pfcrt and pfmdr1 alleles in Gambian Plasmodium falciparum imply reduced fitness of chloroquine-resistant parasites.,Amodiaquine,pfmdr1 86Y,62,I,NA,61.79775280898876
Gambia,West Africa,13.57,-15.61,NA,NA,NA,2002,NA,16206082,0,Farafenni,2002,2002,pfmdr1 86Y,185,84,84,Meerman L,2005,http://www.ncbi.nlm.nih.gov/pubmed/16206082,Mixed infections rare. Severe malaria vs. Con,16206082,Carriage of chloroquine-resistant parasites and delay of effective treatment increase the risk of severe malaria in Gambian children.,Amodiaquine,pfmdr1 86Y,45,NA,NA,45.40540540540541
Gambia,West Africa,13.57,-15.61,NA,NA,NA,2002,NA,18008244,5,Farafenni Hospital,2002,2002,pfmdr1 86Y,83,42,42,Ord R,2007,http://www.ncbi.nlm.nih.gov/pubmed/18008244,Intraseasonal changes studied.,18008244,Seasonal carriage of pfcrt and pfmdr1 alleles in Gambian Plasmodium falciparum imply reduced fitness of chloroquine-resistant parasites.,Amodiaquine,pfmdr1 86Y,62,I,NA,50.602409638554214
Ghana,West Africa,9.41,-0.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,0.4866935908794403,16117966,0,Tamale,2000,2000,pfmdr1 86Y,276,132,132,Ehrhardt S,2003,http://www.ncbi.nlm.nih.gov/pubmed/?term=16117966,Displayed prevalence refers to parasite genot,16117966,Chloroquine blood concentrations and molecular markers of chloroquine-resistant Plasmodium falciparum in febrile children in northern Ghana.,Amodiaquine,pfmdr1 86Y,48,I,48.66935908794403,47.82608695652174
Ghana,West Africa,6.45,-1.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.19532813131809235,24172030,1,"Bekwai, Begoro,Hohoe, Sunyani, Tarkwa, Navrongo, Wa, Yendi, Cape-Coast",2003,2004,pfmdr1 86Y,324,194,194,Duah NO,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3819684&tool=pmcentrez&rendertype=abstract,NA,24172030,Increased pfmdr1 gene copy number and the decline in pfcrt and pfmdr1 resistance alleles in Ghanaian Plasmodium falciparum isolates after the change of anti-malarial drug treatment policy.,Amodiaquine,pfmdr1 86Y,60,I,19.532813131809235,59.876543209876544
Ghana,West Africa,7.15,0.46,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.1646893471479416,17158810,1,Hohoe,2004,2004,pfmdr1 86Y,130,78,101,Duah NO,2007,http://www.ncbi.nlm.nih.gov/pubmed/17158810,NA,17158810,"Mutations in Plasmodium falciparum chloroquine resistance transporter and multidrug resistance genes, and treatment outcomes in Ghanaian children with uncomplicated malaria.",Amodiaquine,pfmdr1 86Y,78,NA,16.46893471479416,60
Ghana,West Africa,10.9,-1.1,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.45202863216400146,17158810,2,Navrongo,2004,2004,pfmdr1 86Y,105,56,61,Duah NO,2007,http://www.ncbi.nlm.nih.gov/pubmed/17158810,NA,17158810,"Mutations in Plasmodium falciparum chloroquine resistance transporter and multidrug resistance genes, and treatment outcomes in Ghanaian children with uncomplicated malaria.",Amodiaquine,pfmdr1 86Y,58,NA,45.20286321640015,53.333333333333336
Ghana,West Africa,9.43,-0.02,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.5786017179489136,17158810,5,Yendi,2004,2004,pfmdr1 86Y,67,20,28,Duah NO,2007,http://www.ncbi.nlm.nih.gov/pubmed/17158810,NA,17158810,"Mutations in Plasmodium falciparum chloroquine resistance transporter and multidrug resistance genes, and treatment outcomes in Ghanaian children with uncomplicated malaria.",Amodiaquine,pfmdr1 86Y,42,NA,57.86017179489136,29.850746268656714
Ghana,West Africa,7.33,-2.33,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.40791749954223633,17158810,4,Sunyani,2004,2004,pfmdr1 86Y,62,24,33,Duah NO,2007,http://www.ncbi.nlm.nih.gov/pubmed/17158810,NA,17158810,"Mutations in Plasmodium falciparum chloroquine resistance transporter and multidrug resistance genes, and treatment outcomes in Ghanaian children with uncomplicated malaria.",Amodiaquine,pfmdr1 86Y,53,NA,40.79174995422363,38.70967741935484
Ghana,West Africa,7.33,-2.33,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.40791749954223633,17158810,4,Sunyani,2004,2004,pfmdr1 86Y,62,24,33,Duah NO,2007,http://www.ncbi.nlm.nih.gov/pubmed/17158810,NA,17158810,"Mutations in Plasmodium falciparum chloroquine resistance transporter and multidrug resistance genes, and treatment outcomes in Ghanaian children with uncomplicated malaria.",Amodiaquine,pfmdr1 86Y,53,NA,40.79174995422363,38.70967741935484
Ghana,West Africa,5.3,-1.98,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.4672391712665558,17158810,3,Tarkwa,2004,2004,pfmdr1 86Y,42,26,32,Duah NO,2007,http://www.ncbi.nlm.nih.gov/pubmed/17158810,NA,17158810,"Mutations in Plasmodium falciparum chloroquine resistance transporter and multidrug resistance genes, and treatment outcomes in Ghanaian children with uncomplicated malaria.",Amodiaquine,pfmdr1 86Y,76,NA,46.72391712665558,61.904761904761905
Ghana,West Africa,6.45,-1.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.22828777134418488,24172030,2,"Bekwai, Begoro,Hohoe, Sunyani, Tarkwa, Navrongo, Wa, Yendi, Cape-Coast",2005,2006,pfmdr1 86Y,272,114,114,Duah NO,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3819684&tool=pmcentrez&rendertype=abstract,NA,24172030,Increased pfmdr1 gene copy number and the decline in pfcrt and pfmdr1 resistance alleles in Ghanaian Plasmodium falciparum isolates after the change of anti-malarial drug treatment policy.,Amodiaquine,pfmdr1 86Y,60,I,22.828777134418488,41.911764705882355
Guinea-Bissau,West Africa,11.87,-15.6,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2001,0.19564072787761688,17488902,0,NA,2001,2004,pfmdr1 86Y,477,227,227,Ursing J,2007,http://www.ncbi.nlm.nih.gov/pubmed/17488902,"Clinical CQ, high dose CQ and AQ data and pos",17488902,Plasmodium falciparum genotypes associated with chloroquine and amodiaquine resistance in Guinea-Bissau.,Amodiaquine,pfmdr1 86Y,48,I,19.56407278776169,47.58909853249476
Guinea-Bissau,West Africa,11.87,-15.6,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2001,0.19564072787761688,24657918,5,NA,2001,2004,pfmdr1 86Y,50,24,24,Jovel IT,2014,http://www.ncbi.nlm.nih.gov/pubmed/24657918,NA,24657918,Single nucleotide polymorphisms in Plasmodium falciparum V type H(+) pyrophosphatase gene (pfvp2) and their associations with pfcrt and pfmdr1 polymorphisms.,Amodiaquine,pfmdr1 86Y,48,I,19.56407278776169,48
Guinea-Bissau,West Africa,11.88,-15.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.10648832470178604,25421474,0,Bissau,2003,2003,pfmdr1 86Y,317,149,149,Jovel IT,2015,http://www.ncbi.nlm.nih.gov/pubmed/25421474,NA,25421474,"Temporal and Seasonal Changes of Genetic Polymorphisms Associated with Altered Drug Susceptibility to Chloroquine, Lumefantrine, and Quinine in Guinea-Bissau between 2003 and 2012",Amodiaquine,pfmdr1 86Y,48,I,10.648832470178604,47.003154574132495
Guinea-Bissau,West Africa,11.85,-15.6,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.07111933082342148,19718439,1,Bissau,2003,2003,pfmdr1 86Y,319,150,150,Ursing J,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2729929&tool=pmcentrez&rendertype=abstract,Stratification by month and parasitemia in th,19718439,No seasonal accumulation of resistant P. falciparum when high-dose chloroquine is used.,Amodiaquine,pfmdr1 86Y,47,I,7.111933082342148,47.02194357366771
Guinea-Bissau,West Africa,11.88,-15.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.056776776909828186,25421474,1,Bissau,2004,2004,pfmdr1 86Y,155,66,66,Jovel IT,2015,http://www.ncbi.nlm.nih.gov/pubmed/25421474,NA,25421474,"Temporal and Seasonal Changes of Genetic Polymorphisms Associated with Altered Drug Susceptibility to Chloroquine, Lumefantrine, and Quinine in Guinea-Bissau between 2003 and 2012",Amodiaquine,pfmdr1 86Y,48,I,5.677677690982819,42.58064516129032
Guinea-Bissau,West Africa,11.87,-15.6,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.037504684180021286,19718439,2,Bissau,2004,2004,pfmdr1 86Y,157,66,66,Ursing J,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2729929&tool=pmcentrez&rendertype=abstract,Stratification by month and parasitemia in th,19718439,No seasonal accumulation of resistant P. falciparum when high-dose chloroquine is used.,Amodiaquine,pfmdr1 86Y,43,I,3.7504684180021286,42.038216560509554
Guinea-Bissau,West Africa,11.96,-15.54,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.08010789006948471,17467343,4,"Nhacra, Placc",2004,2004,pfmdr1 86Y,74,15,37,Ursing J,2007,http://www.ncbi.nlm.nih.gov/pubmed/17467343,In vitro data available,17467343,Chloroquine resistant P. falciparum prevalence is low and unchanged between 1990 and 2005 in Guinea-Bissau: an effect of high chloroquine dosage?,Amodiaquine,pfmdr1 86Y,70,NA,8.010789006948471,20.27027027027027
Guinea-Bissau,West Africa,11.88,-15.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.03757215291261673,25421474,2,Bissau,2005,2005,pfmdr1 86Y,170,61,61,Jovel IT,2015,http://www.ncbi.nlm.nih.gov/pubmed/25421474,NA,25421474,"Temporal and Seasonal Changes of Genetic Polymorphisms Associated with Altered Drug Susceptibility to Chloroquine, Lumefantrine, and Quinine in Guinea-Bissau between 2003 and 2012",Amodiaquine,pfmdr1 86Y,48,I,3.757215291261673,35.88235294117647
Guinea-Bissau,West Africa,11.87,-15.6,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.02451827935874462,19718439,3,Bissau,2005,2005,pfmdr1 86Y,168,62,62,Ursing J,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2729929&tool=pmcentrez&rendertype=abstract,Stratification by month and parasitemia in th,19718439,No seasonal accumulation of resistant P. falciparum when high-dose chloroquine is used.,Amodiaquine,pfmdr1 86Y,43,I,2.451827935874462,36.904761904761905
Guinea-Bissau,West Africa,11.96,-15.54,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.0541837140917778,17467343,5,"Nhacra, Placc",2005,2005,pfmdr1 86Y,21,4,10,Ursing J,2007,http://www.ncbi.nlm.nih.gov/pubmed/17467343,In vitro data available,17467343,Chloroquine resistant P. falciparum prevalence is low and unchanged between 1990 and 2005 in Guinea-Bissau: an effect of high chloroquine dosage?,Amodiaquine,pfmdr1 86Y,70,NA,5.41837140917778,19.047619047619047
Honduras,Central America,14.08,-87.22,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0,24657918,1,NA,2004,2009,pfmdr1 86Y,30,0,0,Jovel IT,2014,http://www.ncbi.nlm.nih.gov/pubmed/24657918,NA,24657918,Single nucleotide polymorphisms in Plasmodium falciparum V type H(+) pyrophosphatase gene (pfvp2) and their associations with pfcrt and pfmdr1 polymorphisms.,Amodiaquine,pfmdr1 86Y,0,I,0,0
Honduras,Central America,14.08,-87.22,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0,22183028,0,"Tegucigalpa, Trujillo, La Ceiba, Puerto Lempira, Iriona and Juticalpa",2004,2009,pfmdr1 86Y,30,0,0,Jovel IT,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3266654&tool=pmcentrez&rendertype=abstract,Excluding two infections of patients that pre,22183028,"Drug resistance associated genetic polymorphisms in Plasmodium falciparum and Plasmodium vivax collected in Honduras, Central America.",Amodiaquine,pfmdr1 86Y,0,NA,0,0
India,Asia,26.2,92.94,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,0.017998147755861282,16586369,4,Assam,2000,2004,pfmdr1 86Y,36,21,21,Mittra P,2006,http://www.ncbi.nlm.nih.gov/pubmed/16586369,NA,16586369,Progressive increase in point mutations associated with chloroquine resistance in Plasmodium falciparum isolates from India.,Amodiaquine,pfmdr1 86Y,58,NA,1.7998147755861282,58.333333333333336
India,Asia,21.58,83.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,0.0003460112784523517,16586369,3,Orissa,2000,2004,pfmdr1 86Y,45,17,17,Mittra P,2006,http://www.ncbi.nlm.nih.gov/pubmed/16586369,NA,16586369,Progressive increase in point mutations associated with chloroquine resistance in Plasmodium falciparum isolates from India.,Amodiaquine,pfmdr1 86Y,38,NA,0.03460112784523517,37.77777777777778
India,Asia,21.58,83.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,0.0003460112784523517,15031513,3,Orissa,2000,2002,pfmdr1 86Y,24,8,8,Vathsala PG,2004,http://www.ncbi.nlm.nih.gov/pubmed/15031513,NA,15031513,Widespread occurrence of the Plasmodium falciparum chloroquine resistance transporter (Pfcrt) gene haplotype SVMNT in P. falciparum malaria in India.,Amodiaquine,pfmdr1 86Y,33,NA,0.03460112784523517,33.33333333333333
India,Asia,15.3,74.12,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,0.006327400915324688,16586369,5,Goa,2000,2004,pfmdr1 86Y,32,0,0,Mittra P,2006,http://www.ncbi.nlm.nih.gov/pubmed/16586369,NA,16586369,Progressive increase in point mutations associated with chloroquine resistance in Plasmodium falciparum isolates from India.,Amodiaquine,pfmdr1 86Y,0,NA,0.6327400915324688,0
India,Asia,19.75,75.71,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,0.000018749044102150947,15031513,2,Maharashtra,2000,2001,pfmdr1 86Y,12,3,3,Vathsala PG,2004,http://www.ncbi.nlm.nih.gov/pubmed/15031513,NA,15031513,Widespread occurrence of the Plasmodium falciparum chloroquine resistance transporter (Pfcrt) gene haplotype SVMNT in P. falciparum malaria in India.,Amodiaquine,pfmdr1 86Y,25,NA,0.00187490441021509,25
India,Asia,22.97,78.66,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,0.001257052761502564,16586369,2,Madhya Pradesh,2000,2004,pfmdr1 86Y,20,1,1,Mittra P,2006,http://www.ncbi.nlm.nih.gov/pubmed/16586369,NA,16586369,Progressive increase in point mutations associated with chloroquine resistance in Plasmodium falciparum isolates from India.,Amodiaquine,pfmdr1 86Y,5,NA,0.1257052761502564,5
India,Asia,28.57,77.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,0.00034877241705544293,16586369,1,Uttar Pradesh,2000,2004,pfmdr1 86Y,61,7,7,Mittra P,2006,http://www.ncbi.nlm.nih.gov/pubmed/16586369,NA,16586369,Progressive increase in point mutations associated with chloroquine resistance in Plasmodium falciparum isolates from India.,Amodiaquine,pfmdr1 86Y,11,NA,0.03487724170554429,11.475409836065573
India,Asia,15.3,74.12,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2001,0.008726944215595722,18411325,4,"Goa, Assam, Uttar Pradesh",2001,2001,pfmdr1 86Y,32,23,27,Mehlotra RK,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2415780&tool=pmcentrez&rendertype=abstract,NA,18411325,Discordant patterns of genetic variation at two chloroquine resistance loci in worldwide populations of the malaria parasite Plasmodium falciparum.,Amodiaquine,pfmdr1 86Y,84,NA,0.8726944215595722,71.875
India,Asia,25.77,90.8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2002,0.1082318127155304,22236376,2,Assam,2002,2002,pfmdr1 86Y,25,19,19,Mallick PK,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3283508&tool=pmcentrez&rendertype=abstract,Post-treatment genotypes available after CQ t,22236376,"Mutant pfcrt ""SVMNT"" haplotype and wild type pfmdr1 ""N86"" are endemic in Plasmodium vivax dominated areas of India under high chloroquine exposure.",Amodiaquine,pfmdr1 86Y,76,NA,10.82318127155304,76
India,Asia,20.1,80,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2002,0.00011259517486905679,22236376,10,Maharastra,2002,2002,pfmdr1 86Y,14,0,0,Mallick PK,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3283508&tool=pmcentrez&rendertype=abstract,NA,22236376,"Mutant pfcrt ""SVMNT"" haplotype and wild type pfmdr1 ""N86"" are endemic in Plasmodium vivax dominated areas of India under high chloroquine exposure.",Amodiaquine,pfmdr1 86Y,0,NA,0.01125951748690567,0
India,Asia,28.57,77.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2002,0.00031736562959849834,22236376,11,Uttar Pradesh,2002,2002,pfmdr1 86Y,17,0,0,Mallick PK,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3283508&tool=pmcentrez&rendertype=abstract,NA,22236376,"Mutant pfcrt ""SVMNT"" haplotype and wild type pfmdr1 ""N86"" are endemic in Plasmodium vivax dominated areas of India under high chloroquine exposure.",Amodiaquine,pfmdr1 86Y,0,NA,0.03173656295984983,0
India,Asia,22.27,84.76,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.0002588649222161621,19426658,2,Kuarmunda,2003,2003,pfmdr1 86Y,35,12,12,Valecha N,2009,http://www.ncbi.nlm.nih.gov/pubmed/19426658,Clincal data CQ.,19426658,Low efficacy of chloroquine: time to switchover to artemisinin-based combination therapy for falciparum malaria in India.,Amodiaquine,pfmdr1 86Y,34,NA,0.02588649222161621,34.285714285714285
India,Asia,22.25,85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.000273225421551615,19426658,1,Bisra,2003,2003,pfmdr1 86Y,32,15,15,Valecha N,2009,http://www.ncbi.nlm.nih.gov/pubmed/19426658,Clincal data CQ.,19426658,Low efficacy of chloroquine: time to switchover to artemisinin-based combination therapy for falciparum malaria in India.,Amodiaquine,pfmdr1 86Y,47,NA,0.0273225421551615,46.875
India,Asia,21.58,83.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.0001604546414455399,22236376,1,Orissa,2003,2003,pfmdr1 86Y,54,26,26,Mallick PK,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3283508&tool=pmcentrez&rendertype=abstract,Post-treatment (CQ) genotypes available,22236376,"Mutant pfcrt ""SVMNT"" haplotype and wild type pfmdr1 ""N86"" are endemic in Plasmodium vivax dominated areas of India under high chloroquine exposure.",Amodiaquine,pfmdr1 86Y,48,NA,0.01604546414455399,48.148148148148145
India,Asia,24.58,73.68,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.0009308332810178399,22236376,7,Rajasthan,2003,2003,pfmdr1 86Y,26,21,21,Mallick PK,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3283508&tool=pmcentrez&rendertype=abstract,Post-treatment (CQ) genotypes available,22236376,"Mutant pfcrt ""SVMNT"" haplotype and wild type pfmdr1 ""N86"" are endemic in Plasmodium vivax dominated areas of India under high chloroquine exposure.",Amodiaquine,pfmdr1 86Y,81,NA,0.093083328101784,80.76923076923077
India,Asia,24.08,73.69,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.0018926986958831549,19426658,5,Rishabdev,2003,2004,pfmdr1 86Y,31,4,4,Valecha N,2009,http://www.ncbi.nlm.nih.gov/pubmed/19426658,Clincal data CQ.,19426658,Low efficacy of chloroquine: time to switchover to artemisinin-based combination therapy for falciparum malaria in India.,Amodiaquine,pfmdr1 86Y,13,NA,0.1892698695883155,12.903225806451612
India,Asia,15.49,73.82,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.0018595701549202204,19426658,3,Panaji,2003,2004,pfmdr1 86Y,30,0,0,Valecha N,2009,http://www.ncbi.nlm.nih.gov/pubmed/19426658,Clincal data CQ.,19426658,Low efficacy of chloroquine: time to switchover to artemisinin-based combination therapy for falciparum malaria in India.,Amodiaquine,pfmdr1 86Y,0,NA,0.18595701549202204,0
