country,Region,lat,long,displayName,layerName,layerTitle,year,value,study.id,substudy.number,site,study.start.year,study.end.year,mutation,tested,present,Mixed.present,authors,publication.year,publication.Url,title,notes,pubMedId,marker.group,percentage,Mixed.percentage,included.or.excluded,PR,Prev_DR
Equatorial Guinea,Central Africa,3.62,8.75,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2013,0.14711278676986694,725,1,Bioko Island,2013,2014,dhfr 108N,167,162,164,"Tingting Jiang, Jiangtao Chen, Hongxia Fu, Kai Wu, Yi Yao, Juan Urbano Monsuy Eyi, Rocio Apicante Matesa, Maximo Miko Ondo Obono, Weixing Du, Huabing Tan, Min Lin,Jian Li",2019,https://www.ncbi.nlm.nih.gov/pubmed/?term=30914041,"High prevalence of Pfdhfr-Pfdhps quadruple mutations associated with sulfadoxine-pyrimethamine resistance in Plasmodium falciparum isolates from Bioko Island, Equatorial Guinea.",NA,30914041,dhfr 108N,97,98,NA,14.711278676986694,97.0059880239521
Equatorial Guinea,Central Africa,3.73,8.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2013,0.1667919158935547,806,6,NA,2013,2013,dhfr 108N,170,168,168,"Berzosa P, Molina de la Fuente I, Ta-Tang TH, Gonz<e1>lez V, Garc<ed>a L, Rodr<ed>guez-Galet A, D<ed>az-Rega<f1><f3>n R, Gal<e1>n R, Cerrada-G<e1>lvez L, Ncogo P, Riloha M, Benito A.",2021,https://pubmed.ncbi.nlm.nih.gov/34906159/,Temporal evolution of the resistance genotypes of Plasmodium falciparum in isolates from Equatorial Guinea during 20<a0>years (1999 to 2019).,NA,34906159,dhfr 108N,100,100,NA,16.67919158935547,98.82352941176472
Equatorial Guinea,Central Africa,3.75,8.71,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2013,0.19391986727714539,736,4,Malabo,2013,2016,dhfr 108N,80,79,79,"Xu C, Sun H, Wei Q, Li J, Xiao T, Kong X, Wang Y, Zhao G, Wang L, Liu G, Yan G, Huang B, Yin K.",2019,https://www.ncbi.nlm.nih.gov/pubmed/?term=30803964,Mutation Profile of pfdhfr and pfdhps in Plasmodium falciparum among Returned Chinese Migrant Workers from Africa.,NA,30803964,dhfr 108N,99,99,I,19.39198672771454,98.75
Equatorial Guinea,Central Africa,3.73,8.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2016,0.2304629683494568,806,7,NA,2016,2016,dhfr 108N,169,168,168,"Berzosa P, Molina de la Fuente I, Ta-Tang TH, Gonz<e1>lez V, Garc<ed>a L, Rodr<ed>guez-Galet A, D<ed>az-Rega<f1><f3>n R, Gal<e1>n R, Cerrada-G<e1>lvez L, Ncogo P, Riloha M, Benito A.",2021,https://pubmed.ncbi.nlm.nih.gov/34906159/,Temporal evolution of the resistance genotypes of Plasmodium falciparum in isolates from Equatorial Guinea during 20<a0>years (1999 to 2019).,NA,34906159,dhfr 108N,100,100,NA,23.04629683494568,99.40828402366864
Equatorial Guinea,Central Africa,3.73,8.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2019,0.2046331912279129,806,8,NA,2019,2019,dhfr 108N,139,139,139,"Berzosa P, Molina de la Fuente I, Ta-Tang TH, Gonz<e1>lez V, Garc<ed>a L, Rodr<ed>guez-Galet A, D<ed>az-Rega<f1><f3>n R, Gal<e1>n R, Cerrada-G<e1>lvez L, Ncogo P, Riloha M, Benito A.",2021,https://pubmed.ncbi.nlm.nih.gov/34906159/,Temporal evolution of the resistance genotypes of Plasmodium falciparum in isolates from Equatorial Guinea during 20<a0>years (1999 to 2019).,NA,34906159,dhfr 108N,100,100,NA,20.46331912279129,100
Equatorial Guinea,Central Africa,3.73,8.77,NA,NA,NA,1999,NA,806,1,NA,1999,1999,dhfr 108N,60,56,56,"Berzosa P, Molina de la Fuente I, Ta-Tang TH, Gonz<e1>lez V, Garc<ed>a L, Rodr<ed>guez-Galet A, D<ed>az-Rega<f1><f3>n R, Gal<e1>n R, Cerrada-G<e1>lvez L, Ncogo P, Riloha M, Benito A.",2021,https://pubmed.ncbi.nlm.nih.gov/34906159/,Temporal evolution of the resistance genotypes of Plasmodium falciparum in isolates from Equatorial Guinea during 20<a0>years (1999 to 2019).,NA,34906159,dhfr 108N,100,100,NA,NA,93.33333333333331
Ethiopia,East Africa,8.96,38.64,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0,442,1,Addis Ababa,2005,2005,dhfr 108N,63,58,59,"Tessema SK, Kassa M, Kebede A, Mohammed H, Leta GT, Woyessa A, Guma GT, Petros B",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26431464,Declining trend of Plasmodium falciparum dihydrofolate reductase (dhfr) and dihydropteroate synthase (dhps) mutant alleles after the withdrawal of Sulfadoxine-Pyrimethamine in North Western Ethiopia.,NA,26431464,dhfr 108N,92,94,NA,0,92.06349206349206
Ethiopia,East Africa,8.96,38.64,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2007,0,442,2,Addis Ababa,2007,2008,dhfr 108N,63,47,47,"Tessema SK, Kassa M, Kebede A, Mohammed H, Leta GT, Woyessa A, Guma GT, Petros B",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26431464,Declining trend of Plasmodium falciparum dihydrofolate reductase (dhfr) and dihydropteroate synthase (dhps) mutant alleles after the withdrawal of Sulfadoxine-Pyrimethamine in North Western Ethiopia.,NA,26431464,dhfr 108N,92,92,NA,0,74.60317460317461
Ethiopia,East Africa,7,39,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2007,0,738,1,West Arsi,2007,2009,dhfr 108N,76,76,76,"Patricia Mula, Amalia Fern<e1>ndez-Mart<ed>nez, Aida de Lucio, Jose Manuel Ramos, Francisco Reyes, Vicenta Gonz<e1>lez, Agust<ed>n Benito,Pedro Berzosa",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21810256,Detection of high levels of mutations involved in anti-malarial drug resistance in Plasmodium falciparum and Plasmodium vivax at a rural hospital in southern Ethiopia.,genes that showed mixed wild- type and mutant alleles were deemed to be mutant,21810256,dhfr 108N,100,100,I,0,100
Ethiopia,East Africa,11.58,37.38,NA,NA,NA,2005,NA,479,1,Bahir Dar,2005,2005,dhfr 108N,61,60,60,"Hailemeskel E, Kassa M, Taddesse G, Mohammed H, Woyessa A, Tasew G, Sleshi M, Kebede A, Petros B",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=24055717,"Prevalence of sulfadoxine-pyrimethamine resistance-associated mutations in dhfr and dhps genes of Plasmodium falciparum three years after SP withdrawal in Bahir Dar, Northwest Ethiopia.",NA,24055717,dhfr 108N,99,98,NA,NA,98.36065573770492
Ethiopia,East Africa,11.58,37.38,NA,NA,NA,2008,NA,479,2,Bahir Dar,2008,2008,dhfr 108N,78,77,77,"Hailemeskel E, Kassa M, Taddesse G, Mohammed H, Woyessa A, Tasew G, Sleshi M, Kebede A, Petros B",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=24055717,"Prevalence of sulfadoxine-pyrimethamine resistance-associated mutations in dhfr and dhps genes of Plasmodium falciparum three years after SP withdrawal in Bahir Dar, Northwest Ethiopia.",NA,24055717,dhfr 108N,99,99,NA,NA,98.71794871794872
Gabon,Central Africa,1.6,11.56,NA,NA,NA,2008,NA,436,2,Oyem,2008,2008,dhfr 108N,62,60,60,"Ndong Ngomo JM, Mawili-Mboumba DP, M'Bondoukwe NP, Niki<e9>ma Ndong Ella R, Bouyou Akotet MK",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27190671,"Increased Prevalence of Mutant Allele Pfdhps 437G and Pfdhfr Triple Mutation in Plasmodium falciparum Isolates from a Rural Area of Gabon, Three Years after the Change of Malaria Treatment Policy.",Cross sectional study,27190671,dhfr 108N,100,100,NA,NA,96.7741935483871
Ghana,West Africa,7.15,0.46,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.23912055790424347,741,10,Hohoe,2003,2004,dhfr 108N,78,68,68,"Duah NO, Quashie NB, Abuaku BK, Sebeny PJ, Kronmann KC, Koram KA.",2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=23045251,Surveillance of molecular markers of Plasmodium falciparum resistance to sulphadoxine-pyrimethamine 5 years after the change of malaria treatment policy in Ghana.,NA,23045251,dhfr 108N,87,87,I,23.912055790424347,87.17948717948718
Ghana,West Africa,6.45,-1.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.3827260434627533,656,1,Bekwai,2011,2012,dhfr 108N,139,122,122,"Osarfo J, Tagbor H, Magnussen P, Alifrangis M.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29582732,Molecular Markers of Plasmodium falciparum Drug Resistance in Parasitemic Pregnant Women in the Middle Forest Belt of Ghana.,NA,29582732,dhfr 108N,88,88,I,38.27260434627533,87.76978417266187
Ghana,West Africa,6.39,-0.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2014,0.28794798254966736,780,1,Begoro,2014,2014,dhfr 108N,88,88,88,"Mensah BA, Aydemir O, Myers-Hansen JL, Opoku M, Hathaway NJ, Marsh PW, Anto F, Bailey J, Abuaku B, Ghansah A.",2020,https://pubmed.ncbi.nlm.nih.gov/31932374/,Antimalarial Drug Resistance Profiling of Plasmodium falciparum Infections in Ghana Using Molecular Inversion Probes and Next-Generation Sequencing.,NA,31932374,dhfr 108N,100,100,NA,28.794798254966736,100
Ghana,West Africa,5.11,-1.25,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2014,0.2705202102661133,780,5,Cape Coast,2014,2014,dhfr 108N,90,90,90,"Mensah BA, Aydemir O, Myers-Hansen JL, Opoku M, Hathaway NJ, Marsh PW, Anto F, Bailey J, Abuaku B, Ghansah A.",2020,https://pubmed.ncbi.nlm.nih.gov/31932374/,Antimalarial Drug Resistance Profiling of Plasmodium falciparum Infections in Ghana Using Molecular Inversion Probes and Next-Generation Sequencing.,NA,31932374,dhfr 108N,100,100,NA,27.052021026611328,100
Ghana,West Africa,6.39,-0.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2015,0.24114815890789032,780,2,Begoro,2015,2015,dhfr 108N,87,82,82,"Mensah BA, Aydemir O, Myers-Hansen JL, Opoku M, Hathaway NJ, Marsh PW, Anto F, Bailey J, Abuaku B, Ghansah A.",2020,https://pubmed.ncbi.nlm.nih.gov/31932374/,Antimalarial Drug Resistance Profiling of Plasmodium falciparum Infections in Ghana Using Molecular Inversion Probes and Next-Generation Sequencing.,NA,31932374,dhfr 108N,100,100,NA,24.114815890789032,94.2528735632184
Ghana,West Africa,5.11,-1.25,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2015,0.22429175674915314,780,1,Cape Coast,2015,2015,dhfr 108N,109,107,107,"Mensah BA, Aydemir O, Myers-Hansen JL, Opoku M, Hathaway NJ, Marsh PW, Anto F, Bailey J, Abuaku B, Ghansah A.",2020,https://pubmed.ncbi.nlm.nih.gov/31932374/,Antimalarial Drug Resistance Profiling of Plasmodium falciparum Infections in Ghana Using Molecular Inversion Probes and Next-Generation Sequencing.,NA,31932374,dhfr 108N,100,100,NA,22.429175674915314,98.1651376146789
Ghana,West Africa,6.39,-0.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2016,0.1938316971063614,780,3,Begoro,2016,2016,dhfr 108N,79,76,76,"Mensah BA, Aydemir O, Myers-Hansen JL, Opoku M, Hathaway NJ, Marsh PW, Anto F, Bailey J, Abuaku B, Ghansah A.",2020,https://pubmed.ncbi.nlm.nih.gov/31932374/,Antimalarial Drug Resistance Profiling of Plasmodium falciparum Infections in Ghana Using Molecular Inversion Probes and Next-Generation Sequencing.,NA,31932374,dhfr 108N,100,100,NA,19.38316971063614,96.20253164556962
Ghana,West Africa,5.11,-1.25,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2016,0.1707802414894104,780,2,Cape Coast,2016,2016,dhfr 108N,84,84,84,"Mensah BA, Aydemir O, Myers-Hansen JL, Opoku M, Hathaway NJ, Marsh PW, Anto F, Bailey J, Abuaku B, Ghansah A.",2020,https://pubmed.ncbi.nlm.nih.gov/31932374/,Antimalarial Drug Resistance Profiling of Plasmodium falciparum Infections in Ghana Using Molecular Inversion Probes and Next-Generation Sequencing.,NA,31932374,dhfr 108N,100,100,NA,17.07802414894104,100
Ghana,West Africa,5.55,-0.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2016,0.08756301552057266,781,3,NA,2016,2018,dhfr 108N,154,121,121,"Zhao L, Pi L, Qin Y, Lu Y, Zeng W, Xiang Z, Qin P, Chen X, Li C, Zhang Y, Wang S, Si Y, Yang G, Rosenthal BM, Huang Y, Yang Z.",2020,https://pubmed.ncbi.nlm.nih.gov/31809965/,Widespread resistance mutations to sulfadoxine-pyrimethamine in malaria parasites imported to China from Central and Western Africa.,Migrant workers returned to China from African countries,31809965,dhfr 108N,79,79,NA,8.756301552057266,78.57142857142857
Ghana,West Africa,6.39,-0.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2017,0.15797333419322968,780,4,Begoro,2017,2017,dhfr 108N,61,61,61,"Mensah BA, Aydemir O, Myers-Hansen JL, Opoku M, Hathaway NJ, Marsh PW, Anto F, Bailey J, Abuaku B, Ghansah A.",2020,https://pubmed.ncbi.nlm.nih.gov/31932374/,Antimalarial Drug Resistance Profiling of Plasmodium falciparum Infections in Ghana Using Molecular Inversion Probes and Next-Generation Sequencing.,NA,31932374,dhfr 108N,100,100,NA,15.797333419322968,100
Ghana,West Africa,9.56,-0.95,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2017,0.06662958860397339,759,2,Pagaza,2017,2017,dhfr 108N,52,52,52,"Dieng CC, Gonzalez L, Pestana K, Dhikrullahi SB, Amoah LE, Afrane YA, Lo E.",2019,https://www.ncbi.nlm.nih.gov/pubmed/?term=31315304,Contrasting Asymptomatic and Drug Resistance Gene Prevalence of Plasmodium falciparum in Ghana: Implications on Seasonal Malaria Chemoprevention.,NA,31315304,dhfr 108N,100,100,NA,6.662958860397339,100
Ghana,West Africa,9.56,-0.95,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2017,0.06662958860397339,759,2,Pagaza,2017,2017,dhfr 108N,52,52,52,"Dieng CC, Gonzalez L, Pestana K, Dhikrullahi SB, Amoah LE, Afrane YA, Lo E.",2019,https://www.ncbi.nlm.nih.gov/pubmed/?term=31315304,Contrasting Asymptomatic and Drug Resistance Gene Prevalence of Plasmodium falciparum in Ghana: Implications on Seasonal Malaria Chemoprevention.,NA,31315304,dhfr 108N,100,100,NA,6.662958860397339,100
Ghana,West Africa,5.11,-1.25,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2017,0.13091644644737244,780,3,Cape Coast,2017,2017,dhfr 108N,68,65,65,"Mensah BA, Aydemir O, Myers-Hansen JL, Opoku M, Hathaway NJ, Marsh PW, Anto F, Bailey J, Abuaku B, Ghansah A.",2020,https://pubmed.ncbi.nlm.nih.gov/31932374/,Antimalarial Drug Resistance Profiling of Plasmodium falciparum Infections in Ghana Using Molecular Inversion Probes and Next-Generation Sequencing.,NA,31932374,dhfr 108N,100,100,NA,13.091644644737244,95.58823529411764
Ghana,West Africa,6.75,-1.56,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2017,0.0893012061715126,759,3,Duase,2017,2017,dhfr 108N,52,49,49,"Dieng CC, Gonzalez L, Pestana K, Dhikrullahi SB, Amoah LE, Afrane YA, Lo E.",2019,https://www.ncbi.nlm.nih.gov/pubmed/?term=31315304,Contrasting Asymptomatic and Drug Resistance Gene Prevalence of Plasmodium falciparum in Ghana: Implications on Seasonal Malaria Chemoprevention.,NA,31315304,dhfr 108N,94,94,NA,8.93012061715126,94.23076923076924
Guinea-Bissau,West Africa,11.88,-15.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2014,0.04435056075453758,567,1,Bissau,2014,2016,dhfr 108N,316,292,292,"Nag S, Dalgaard MD, Kofoed PE, Ursing J, Crespo M, Andersen LO, Aarestrup FM, Lund O, Alifrangis M",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28546554,High throughput resistance profiling of Plasmodium falciparum infections based on custom dual indexing and Illumina next generation sequencing-technology.,NA,28546554,dhfr 108N,92,92,I,4.435056075453758,92.40506329113924
Haiti,Caribbean,18.53,-72.33,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.00592131819576025,510,1,Port-au-Prince,2010,2010,dhfr 108N,108,39,39,"Morton LC, Huber C, Okoth SA, Griffing S, Lucchi N, Ljolje D, Boncy J, Oscar R, Townes D, McMorrow M, Chang MA, Udhayakumar V, Barnwell JW",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27430541,"Plasmodium falciparum Drug-Resistant Haplotypes and Population Structure in Postearthquake Haiti, 2010.",NA,27430541,dhfr 108N,36,36,NA,0.592131819576025,36.11111111111111
Haiti,Caribbean,18.4,-73.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2016,0.0005093338550068438,783,1,Nippes,2016,2017,dhfr 108N,135,132,132,"Rogier E, Herman C, Huber CS, Hamre KES, Pierre B, Mace KE, Pr?<a9>sum?<a9> J, Mond?<a9>lus G, Romilus I, Elism?<a9> T, Eisele TP, Druetz T, Existe A, Boncy J, Lemoine JF, Udhayakumar V, Chang MA.",2020,https://pubmed.ncbi.nlm.nih.gov/32310062/,"Nationwide Monitoring for Plasmodium falciparum Drug-Resistance Alleles to Chloroquine, Sulfadoxine, and Pyrimethamine, Haiti, 2016-2017.",NA,32310062,dhfr 108N,98,98,NA,0.05093338550068438,97.77777777777776
Haiti,Caribbean,18.54,-74.16,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2016,0.000580311578232795,783,3,Grand<92>Anse Department,2016,2017,dhfr 108N,150,53,53,"Rogier E, Herman C, Huber CS, Hamre KES, Pierre B, Mace KE, Pr?<a9>sum?<a9> J, Mond?<a9>lus G, Romilus I, Elism?<a9> T, Eisele TP, Druetz T, Existe A, Boncy J, Lemoine JF, Udhayakumar V, Chang MA.",2020,https://pubmed.ncbi.nlm.nih.gov/32310062/,"Nationwide Monitoring for Plasmodium falciparum Drug-Resistance Alleles to Chloroquine, Sulfadoxine, and Pyrimethamine, Haiti, 2016-2017.",NA,32310062,dhfr 108N,35,35,NA,0.0580311578232795,35.333333333333336
Haiti,Caribbean,18.23,-73.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2016,0.0075462497770786285,783,6,Sud Department,2016,2017,dhfr 108N,152,27,27,"Rogier E, Herman C, Huber CS, Hamre KES, Pierre B, Mace KE, Pr?<a9>sum?<a9> J, Mond?<a9>lus G, Romilus I, Elism?<a9> T, Eisele TP, Druetz T, Existe A, Boncy J, Lemoine JF, Udhayakumar V, Chang MA.",2020,https://pubmed.ncbi.nlm.nih.gov/32310062/,"Nationwide Monitoring for Plasmodium falciparum Drug-Resistance Alleles to Chloroquine, Sulfadoxine, and Pyrimethamine, Haiti, 2016-2017.",NA,32310062,dhfr 108N,18,18,NA,0.7546249777078629,17.763157894736842
India,Asia,24.68,92.56,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2006,0.0006296165520325303,456,2,Hailakandi,2006,2007,dhfr 108N,97,97,97,"Mohapatra PK, Sarma DK, Prakash A, Bora K, Ahmed MA, Sarma B, Goswami BK, Bhattacharyya DR, Mahanta J",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=25184337,Molecular evidence of increased resistance to anti-folate drugs in Plasmodium falciparum in North-East India: a signal for potential failure of artemisinin plus sulphadoxine-pyrimethamine combination therapy.,NA,25184337,dhfr 108N,100,100,NA,0.06296165520325303,100
India,Asia,27.24,94.11,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2006,0.0012253212044015527,456,1,North Lakhimpur,2006,2007,dhfr 108N,71,71,71,"Mohapatra PK, Sarma DK, Prakash A, Bora K, Ahmed MA, Sarma B, Goswami BK, Bhattacharyya DR, Mahanta J",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=25184337,Molecular evidence of increased resistance to anti-folate drugs in Plasmodium falciparum in North-East India: a signal for potential failure of artemisinin plus sulphadoxine-pyrimethamine combination therapy.,NA,25184337,dhfr 108N,100,100,NA,0.12253212044015528,100
India,Asia,20.17,84,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2006,0.1005563884973526,444,1,Jharkhand,2006,2012,dhfr 108N,84,55,81,"Sharma D, Lather M, Mallick PK, Adak T, Dang AS, Valecha N, Singh OP",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26381498,Polymorphism in drug resistance genes dihydrofolate reductase and dihydropteroate synthase in Plasmodium falciparum in some states of India.,NA,26381498,dhfr 108N,65,96,NA,10.05563884973526,65.47619047619048
India,Asia,20.95,85.1,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2006,0.0008385946275666356,444,2,Odisha,2006,2012,dhfr 108N,70,43,49,"Sharma D, Lather M, Mallick PK, Adak T, Dang AS, Valecha N, Singh OP",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26381498,Polymorphism in drug resistance genes dihydrofolate reductase and dihydropteroate synthase in Plasmodium falciparum in some states of India.,NA,26381498,dhfr 108N,61,70,NA,0.08385946275666356,61.42857142857143
India,Asia,22.57,88.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2008,0.00020423042587935925,524,1,Kolkata,2008,2009,dhfr 108N,176,26,26,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhfr 108N,15,15,NA,0.02042304258793592,14.772727272727272
India,Asia,21.58,83.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2008,0.00015528615040238947,23357175,0,"Sundergarh, Keonjhar, Mayurbhanj, Angul, Kandhamal, Rayagada, Kalahandi, Cuttack",2008,2008,dhfr 108N,201,107,125,Das Sutar SK,2013,http://www.ncbi.nlm.nih.gov/pubmed/23357175,"Molecular monitoring of antimalarial drug resistance among Plasmodium falciparum field isolates from Odisha, India.",NA,23357175,dhfr 108N,53,62,NA,0.01552861504023894,53.233830845771145
India,Asia,23.28,75.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2009,0.0004615697544068098,364,1,Ujjain district,2009,2010,dhfr 108N,78,75,75,Pathak A,2014,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=4036110&tool=pmcentrez&rendertype=abstract,Characterization of drug resistance associated genetic polymorphisms among Plasmodium falciparum field isolates in Ujjain,NA,24885535,dhfr 108N,96,96,NA,0.04615697544068098,96.15384615384616
India,Asia,19.75,75.71,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.00008725450607016683,431,1,Maharashtra,2011,2012,dhfr 108N,292,252,252,"Mishra N, Srivastava B, Bharti RS, Rana R, Kaitholia K, Anvikar AR, Das MK, Ghosh SK, Bhatt RM, Tyagi PK, Dev V, Phookan S, Wattal SL, Sonal GS, Dhariwal AC, Valecha N",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27353588,Monitoring the efficacy of antimalarial medicines in India via sentinel sites: Outcomes and risk factors for treatment failure.,NA,27353588,dhfr 108N,86,86,NA,0.00872545060701668,86.3013698630137
India,Asia,20.1,80.8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2013,0.012193728238344193,605,1,Chhattisgarh,2013,2015,dhfr 108N,163,126,126,"Patel P, Bharti PK, Bansal D, Ali NA, Raman RK, Mohapatra PK, Sehgal R, Mahanta J, Sultan AA, Singh N",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=29192183,"Prevalence of mutations linked to antimalarial resistance in Plasmodium falciparum from Chhattisgarh, Central India: A malaria elimination point of view.",NA,29192183,dhfr 108N,77,77,NA,1.2193728238344193,77.30061349693251
